iter	RMSE
132	0.2482341399
133	0.2474441163
134	0.246448964
135	0.2455541106
136	0.2445182166
137	0.2436911069
138	0.2425298198
139	0.2416580471
140	0.2408864056
141	0.2397384752
142	0.2388500762
143	0.2378715732
144	0.2368448199
145	0.2359743628
146	0.2353232225
147	0.2343496798
148	0.2335224447
149	0.2325831
150	0.2316088796
151	0.2308867833
152	0.2301973109
153	0.2293314367
154	0.2284479311
155	0.2275885177
156	0.2267591067
157	0.2259741225
158	0.2251189141
159	0.2242384994
160	0.2235469579
161	0.222819348
162	0.22195076
163	0.221036664
164	0.2202032857
165	0.2194909476
166	0.2190325662
167	0.2183879562
168	0.217481856
169	0.2167000247
170	0.2160606836
171	0.2153469966
172	0.2146950091
173	0.214112248
174	0.2134287056
175	0.2126495731
176	0.2119348179
177	0.2114345751
178	0.2107506167
179	0.2100576539
180	0.2094467645
181	0.2089678718
182	0.2081967742
183	0.2074423243
184	0.2068941648
185	0.2061800811
186	0.2055897478
187	0.2048188559
188	0.2042033086
189	0.2035023037
190	0.2027130778
191	0.2019433806
192	0.2013603394
193	0.2009381499
194	0.2001155816
195	0.1995531702
196	0.1990068333
197	0.198340562
198	0.1977374759
199	0.1972629221
200	0.1965627122
201	0.1961493737
202	0.1954490268
203	0.1950686319
204	0.1946281719
205	0.194003834
206	0.193196693
207	0.1927127622
208	0.1920243427
209	0.1913395124
210	0.1908390095
211	0.1903583187
212	0.1899223345
213	0.1893501527
214	0.1886181068
215	0.1878907098
216	0.1873833988
217	0.1870336906
218	0.1865026319
219	0.1861853725
220	0.1856872434
221	0.1852224572
222	0.1846582409
223	0.1841007595
224	0.1835000575
225	0.1829105042
226	0.1824087783
227	0.1817966286
228	0.1813580647
229	0.1807127583
230	0.1803526888
231	0.1798676748
232	0.1793349623
233	0.1788304693
234	0.178551668
235	0.1781345734
236	0.1777132018
237	0.177153614
238	0.1767267655
239	0.1763206354
240	0.1759493952
241	0.1754401035
242	0.1748922399
243	0.174471023
244	0.1738825557
245	0.1734703027
246	0.1729732169
247	0.1725331819
248	0.1720641786
249	0.1716761472
250	0.1711329645
251	0.1707912017
252	0.1703919058
253	0.1699877675
254	0.1695846051
255	0.1690488682
256	0.1685355628
257	0.1681241238
258	0.1676522638
259	0.1671824296
260	0.1667904889
261	0.166244619
262	0.1657548807
263	0.165274879
264	0.1646855587
265	0.164336956
266	0.1640161837
267	0.1636208342
268	0.163238639
269	0.1627715939
270	0.1623346828
271	0.1619976642
272	0.1615691859
273	0.1610381822
274	0.1606621138
275	0.1602746183
276	0.1597638008
277	0.1593772083
278	0.1589754644
279	0.1585166781
280	0.1581279064
281	0.1578142362
282	0.1574305599
283	0.1571156385
284	0.1566792355
285	0.1561880293
286	0.1559290072
287	0.1555656568
288	0.1551183332
289	0.1547945908
290	0.1544872292
291	0.1539920618
292	0.1536844216
293	0.1533799709
294	0.1528717424
295	0.1525560402
296	0.1521720449
297	0.1518026936
298	0.1514528035
299	0.1509470117
300	0.1507154601
301	0.1503748787
302	0.1499624179
303	0.1496534195
304	0.1491417374
305	0.148807194
306	0.1483761177
307	0.147951512
308	0.1474994207
309	0.1470429547
310	0.1467839137
311	0.1463403528
312	0.146062657
313	0.1457362261
314	0.1452873689
315	0.1449786143
316	0.1447128704
317	0.1444492368
318	0.1441664442
319	0.1437664913
320	0.1432034994
321	0.142984564
322	0.1426546018
323	0.1422185931
324	0.1418355757
325	0.1414740712
326	0.1411689916
327	0.1408160526
328	0.1404669308
329	0.1400935622
330	0.1398123756
331	0.1394478408
332	0.1390038426
333	0.1387315351
334	0.1384317454
335	0.137895541
336	0.1375825522
337	0.1372107773
338	0.1368972783
339	0.1366078714
340	0.1362368326
341	0.1358909939
342	0.1355748833
343	0.1351493413
344	0.1348321919
345	0.1344993948
346	0.1342163333
347	0.1338219424
348	0.1335512468
349	0.1332029133
350	0.1328793837
351	0.1326045564
352	0.1323445235
353	0.1320470741
354	0.1316863824
355	0.1314798986
356	0.1312805439
357	0.1310060555
358	0.1306967186
359	0.1303885803
360	0.1301583343
361	0.1299168591
362	0.1296498896
363	0.1293628404
364	0.1290234371
365	0.1286652748
366	0.1283347899
367	0.1280017674
368	0.1277337897
369	0.1272780106
370	0.1270000119
371	0.1266275374
372	0.1263351789
373	0.126053897
374	0.1258302812
375	0.125504464
376	0.1252691958
377	0.1248695683
378	0.1245661727
379	0.1242687522
380	0.1240031007
381	0.1236078276
382	0.1232970852
383	0.122991259
384	0.1227349176
385	0.1223961656
386	0.1221775647
387	0.1220201372
388	0.1217245283
389	0.1214428338
390	0.1211828643
391	0.1208481409
392	0.1206956935
393	0.1204267779
394	0.1203110588
395	0.1200065601
396	0.1198228098
397	0.1195675101
398	0.1192664289
399	0.1189780935
400	0.1188137192
401	0.1185750877
402	0.1183071211
403	0.1179741987
404	0.117697189
405	0.1173394791
406	0.1171625725
407	0.1168203872
408	0.1166325079
409	0.1163899997
410	0.116163539
411	0.1158099129
412	0.1156224594
413	0.1152820518
414	0.1149866288
415	0.1146296633
416	0.1143260095
417	0.1140789104
418	0.1137880349
419	0.1135833092
420	0.1132517289
421	0.1130480561
422	0.1128025076
423	0.1126405484
424	0.1124782861
425	0.1121579397
426	0.1119037757
427	0.111615375
428	0.1114761288
429	0.1112644776
430	0.1110840779
431	0.1108679513
432	0.1106363743
433	0.1104149931
434	0.1101544943
435	0.109962156
436	0.1096237942
437	0.109453666
438	0.1091331101
439	0.108981834
440	0.1088023535
441	0.1085168553
442	0.108263309
443	0.1080747856
444	0.1077752311
445	0.1076142032
446	0.1073271307
447	0.1069800135
448	0.1067472962
449	0.1066025743
450	0.1063456083
451	0.1061817231
452	0.1059539755
453	0.1057079338
454	0.1054779997
455	0.1052739944
456	0.1050471163
457	0.104828116
458	0.1047121782
459	0.1044595066
460	0.1042964555
461	0.1041324945
462	0.1038323846
463	0.1035659627
464	0.1033536425
465	0.1031370817
466	0.1029197274
467	0.1025932746
468	0.1024391153
469	0.1022835126
470	0.1020335052
471	0.1018187809
472	0.1015633739
473	0.1014533384
474	0.1012898579
475	0.1011785018
476	0.1010353477
477	0.1007498668
478	0.100600327
479	0.1003454471
480	0.1001852069
481	0.09995243946
482	0.09978258981
483	0.09961350655
484	0.09947086314
485	0.09931683044
486	0.0991672536
487	0.09903140521
488	0.09883284084
489	0.09867578727
490	0.09846604183
491	0.09820073539
492	0.09799824005
493	0.09780584321
494	0.09761835339
495	0.09741710583
496	0.09720418502
497	0.09701555761
498	0.09678319168
499	0.09661182408
500	0.0964643191
501	0.0963027202
502	0.09610062943
503	0.09585154554
504	0.09567855966
505	0.09543239891
506	0.09526077561
507	0.0950174515
508	0.09481741333
509	0.09455619258
510	0.09423079877
511	0.09396989176
512	0.09377906588
513	0.0935632611
514	0.09343553939
515	0.09324808904
516	0.09304688684
517	0.09283564137
518	0.09255928902
519	0.09244779259
520	0.09230313074
521	0.09212225312
522	0.09200730297
523	0.09184096737
524	0.09158639148
525	0.09143678399
526	0.09130080959
527	0.09107080158
528	0.09090574231
529	0.09068604456
530	0.09058745248
531	0.09042853218
532	0.0902202716
533	0.08994105234
534	0.08975891466
535	0.08966673557
536	0.08956280706
537	0.08941948941
538	0.08930770728
539	0.0891007856
540	0.0887560499
541	0.08859254414
542	0.0883580375
543	0.08821176226
544	0.08801906258
545	0.08781869413
546	0.08756959779
547	0.08735616769
548	0.08721102567
549	0.0870129659
550	0.08686244267
551	0.08662217149
552	0.0864086242
553	0.08628408715
554	0.08615171351
555	0.08597952115
556	0.08581717768
557	0.08563329239
558	0.0854346858
559	0.08528527311
560	0.08511905251
561	0.08496421866
562	0.08483842858
563	0.08465713425
564	0.08445918779
565	0.08425386807
566	0.08413417921
567	0.08398226553
568	0.08385941739
569	0.0836532389
570	0.08341685613
571	0.08331798679
572	0.08318447518
573	0.08301131738
574	0.08293073315
575	0.08279603143
576	0.08266422654
577	0.0825047445
578	0.08233377623
579	0.08219606083
580	0.08202347606
581	0.08186171407
582	0.0817030889
583	0.08158215509
584	0.0814319687
585	0.08128727044
586	0.08108824981
587	0.08095996569
588	0.08075941996
589	0.08061368876
590	0.0805321926
591	0.080325671
592	0.08015595697
593	0.08004235277
594	0.07994370082
595	0.07980992551
596	0.07965097965
597	0.07957671331
598	0.07942233322
599	0.07927902572
600	0.0790862229
601	0.07889051506
602	0.07876980753
603	0.07865175705
604	0.07853583662
605	0.07838255448
606	0.07825946915
607	0.07803916252
608	0.07791216531
609	0.07779961962
610	0.07763721339
611	0.07750674372
612	0.07732898072
613	0.07712619243
614	0.07699794219
615	0.07685256896
616	0.07677273095
617	0.07660769398
618	0.07648687176
619	0.07629734845
620	0.07615417975
621	0.07604931485
622	0.07591092643
623	0.07575171798
624	0.0756356144
625	0.07542623528
626	0.07528535806
627	0.07513921242
628	0.07497376728
629	0.07488528731
630	0.07476878694
631	0.07465453463
632	0.07447239728
633	0.07426858325
634	0.07415624638
635	0.07391796787
636	0.07377308437
637	0.07369306308
638	0.07346985525
639	0.07336086812
640	0.07324764956
641	0.07310975769
642	0.07300853062
643	0.07290293739
644	0.07276225592
645	0.07265948068
646	0.07252447852
647	0.07240119715
648	0.07225754611
649	0.07211316173
650	0.07199170447
651	0.07191151385
652	0.07180686188
653	0.07169613952
654	0.0715991612
655	0.07146511482
656	0.07136329019
657	0.07119286169
658	0.07105978891
659	0.07096486509
660	0.070880399
661	0.07073524166
662	0.0706944622
663	0.07055213738
664	0.07042832757
665	0.07033771118
666	0.07018914571
667	0.06999330519
668	0.06985288156
669	0.06969608784
670	0.06954930677
671	0.06945629567
672	0.06931936259
673	0.06922755436
674	0.06911296709
675	0.06896353386
676	0.06881392918
677	0.06867716669
678	0.06854943062
679	0.06838347798
680	0.06826686543
681	0.06812113295
682	0.06798185194
683	0.06787235097
684	0.06776084404
685	0.06761471008
686	0.06744926552
687	0.06733766165
688	0.06719761282
689	0.06707856564
690	0.06695604567
691	0.06679364385
692	0.06668848665
693	0.06658722366
694	0.06648358032
695	0.06638913009
696	0.0662955339
697	0.06618484792
698	0.06601989926
699	0.06590079825
700	0.06577355718
701	0.0656731239
702	0.06556390996
703	0.06543289491
704	0.06532346252
705	0.06525477041
706	0.06509710017
707	0.0649077563
708	0.06475161233
709	0.06463321276
710	0.06449169803
711	0.06439991178
712	0.06431498168
713	0.06416146863
714	0.06398372819
715	0.06388380427
716	0.06375787147
717	0.0636464475
718	0.06345740368
719	0.06337602593
720	0.06327973355
721	0.06317663266
722	0.06310027031
723	0.063001787
724	0.06286179751
725	0.06278174402
726	0.06260159836
727	0.06247750651
728	0.0623282732
729	0.06222955034
730	0.06218231407
731	0.06209088347
732	0.06199388407
733	0.06190326573
734	0.06180061201
735	0.06170034176
736	0.06158476756
737	0.06143908045
738	0.06134520948
739	0.06122602454
740	0.06113853934
741	0.06101210405
742	0.0608827016
743	0.06078284302
744	0.06072485467
745	0.0606112979
746	0.06051725064
747	0.06039823998
748	0.06026072997
749	0.06012764853
750	0.06004457207
751	0.05989928087
752	0.0597871693
753	0.05965032405
754	0.05956212041
755	0.05944757059
756	0.05934975608
757	0.05926548473
758	0.05914031592
759	0.05903187727
760	0.05893683256
761	0.05880663575
762	0.05873528835
763	0.05861883682
764	0.05852185692
765	0.05842238198
766	0.05837791398
767	0.05820846009
768	0.05807491608
769	0.05798480158
770	0.05790487755
771	0.05778010735
772	0.0576795389
773	0.05756969942
774	0.0574411973
775	0.05729692995
776	0.05720577511
777	0.05710256979
778	0.05699206939
779	0.05691839676
780	0.05684130621
781	0.05675128698
782	0.05664655926
783	0.05659740603
784	0.05650092597
785	0.05643250225
786	0.05636639322
787	0.05623131183
788	0.05610500953
789	0.05598747671
790	0.05589606707
791	0.05580331269
792	0.05568199797
793	0.05553232918
794	0.05543803351
795	0.05536545332
796	0.05528073529
797	0.05519145689
798	0.05508127194
799	0.05497889974
800	0.05491286107
801	0.05477010741
802	0.05465346073
803	0.05454810916
804	0.05443890512
805	0.05434640433
806	0.05424747697
807	0.05414093041
808	0.05407547667
809	0.05394514977
810	0.05386861766
811	0.05377517239
812	0.05370945155
813	0.0535853578
814	0.05349979616
815	0.05338754451
816	0.05327091925
817	0.05313706739
818	0.05304380182
819	0.05295837776
820	0.05287601703
821	0.05277932722
822	0.0527245056
823	0.05261880207
824	0.05254230909
825	0.05242149091
826	0.05229943642
827	0.05225068846
828	0.05219110675
829	0.05211182418
830	0.05203565188
831	0.05195607287
832	0.05186034757
833	0.05173761678
834	0.05165666737
835	0.05154802162
836	0.05147371392
837	0.05137990352
838	0.05129934387
839	0.05116561894
840	0.05104089186
841	0.05095872492
842	0.0508586755
843	0.05078272529
844	0.05067806697
845	0.05061003983
846	0.05055510596
847	0.0505012635
848	0.05038389278
849	0.0502366258
850	0.05016252322
851	0.05007690814
852	0.04999116412
853	0.04991252022
854	0.04984120047
855	0.04975975095
856	0.04968380787
857	0.04955533474
858	0.04941979279
859	0.04933422366
860	0.04928659692
861	0.04920592956
862	0.04914911577
863	0.04904889643
864	0.0489649743
865	0.04886542079
866	0.04879447568
867	0.04870799409
868	0.04861004807
869	0.04856222819
870	0.04850889459
871	0.04840283538
872	0.04835792183
873	0.04830499933
874	0.04824234205
875	0.04816804481
876	0.04808148139
877	0.04801610822
878	0.04792002627
879	0.04780726375
880	0.04769473637
881	0.04761983833
882	0.04751335322
883	0.04744328152
884	0.04738795354
885	0.04733115096
886	0.0472895547
887	0.04722788655
888	0.04715396867
889	0.04709984676
890	0.04701163831
891	0.04697486369
892	0.04689733342
893	0.04682602368
894	0.04673357067
895	0.04667260857
896	0.0465820266
897	0.04649201208
898	0.04637179888
899	0.04633485288
900	0.04624856487
901	0.04616925236
902	0.04608806257
903	0.04602218122
904	0.04597322505
905	0.04591964895
906	0.04585535846
907	0.04573669126
908	0.04564903505
909	0.04556486283
910	0.0454847584
911	0.04541438909
912	0.04531513474
913	0.04524937438
914	0.04515999211
915	0.04507049054
916	0.04498102112
917	0.0449360205
918	0.04489679744
919	0.04481117229
920	0.04475323805
921	0.04468554392
922	0.04459019482
923	0.04452827807
924	0.04446553486
925	0.04442786244
926	0.04436631891
927	0.04434151572
928	0.04424198794
929	0.04418718765
930	0.04408471829
931	0.04402384263
932	0.04394619358
933	0.04383687042
934	0.0437560142
935	0.04368802235
936	0.04362355384
937	0.04353670446
938	0.04346150226
939	0.04340976043
940	0.04332560405
941	0.04325392097
942	0.04318319952
943	0.04311262636
944	0.04303692988
945	0.0429484681
946	0.0429076543
947	0.04283206053
948	0.04278892123
949	0.04270216153
950	0.04261899699
951	0.04255719073
952	0.04248359636
953	0.0423998074
954	0.04232748113
955	0.04227834521
956	0.04221264739
957	0.04213119589
958	0.04206268707
959	0.04194693707
960	0.04188070357
961	0.04180013885
962	0.04171285605
963	0.04163918471
964	0.04155110476
965	0.04145646508
966	0.04134705505
967	0.04130105734
968	0.04125976792
969	0.04118799755
970	0.04114643632
971	0.04104243177
972	0.04091875479
973	0.0408305955
974	0.0407548401
975	0.04067291474
976	0.04057894636
977	0.04050363621
978	0.04041397606
979	0.04037823208
980	0.04030296983
981	0.04027520417
982	0.04018377634
983	0.04012269207
984	0.04005479608
985	0.03999082271
986	0.03990625553
987	0.03983895172
988	0.03979188514
989	0.03972634431
990	0.03968640622
991	0.03961385741
992	0.03954821395
993	0.03948184538
994	0.03943926712
995	0.03937950879
996	0.0393369508
997	0.03924693914
998	0.03916700367
999	0.03906882748
