iter	Passed	Remaining
244	741	2283
245	743	2278
246	746	2274
247	748	2269
248	750	2263
249	753	2259
250	755	2254
251	758	2250
252	761	2247
253	764	2244
254	766	2240
255	769	2236
256	772	2233
257	775	2230
258	777	2225
259	780	2220
260	782	2216
261	785	2211
262	787	2206
263	789	2202
264	792	2197
265	794	2193
266	797	2189
267	799	2184
268	802	2179
269	804	2175
270	806	2170
271	809	2165
272	811	2160
273	813	2156
274	816	2151
275	818	2147
276	820	2142
277	823	2137
278	825	2133
279	828	2130
280	831	2126
281	834	2123
282	836	2119
283	839	2115
284	841	2111
285	843	2106
286	846	2103
287	849	2099
288	851	2095
289	854	2092
290	856	2087
291	859	2083
292	861	2078
293	863	2074
294	865	2069
295	868	2065
296	870	2061
297	873	2056
298	875	2053
299	878	2049
300	880	2045
301	883	2040
302	885	2036
303	887	2032
304	889	2027
305	892	2023
306	894	2019
307	897	2016
308	899	2012
309	902	2008
310	904	2004
311	907	2000
312	909	1996
313	911	1992
314	914	1988
315	916	1984
316	919	1980
317	921	1975
318	923	1971
319	926	1968
320	928	1964
321	930	1960
322	933	1956
323	935	1952
324	937	1947
325	940	1943
326	942	1940
327	944	1935
328	947	1932
329	950	1928
330	952	1925
331	955	1921
332	957	1918
333	960	1914
334	962	1910
335	965	1907
336	967	1904
337	970	1900
338	972	1897
339	975	1894
340	978	1891
341	980	1887
342	983	1883
343	986	1880
344	988	1877
345	991	1874
346	994	1870
347	996	1866
348	998	1863
349	1001	1859
350	1003	1855
351	1006	1853
352	1009	1849
353	1011	1846
354	1014	1843
355	1017	1839
356	1019	1836
357	1021	1832
358	1024	1828
359	1026	1825
360	1029	1821
361	1031	1818
362	1034	1815
363	1037	1812
364	1040	1809
365	1042	1806
366	1045	1803
367	1048	1800
368	1051	1797
369	1053	1793
370	1056	1791
371	1059	1788
372	1062	1786
373	1065	1783
374	1068	1780
375	1070	1776
376	1073	1773
377	1075	1769
378	1078	1766
379	1080	1762
380	1083	1759
381	1085	1755
382	1087	1752
383	1090	1748
384	1092	1745
385	1095	1742
386	1098	1739
387	1101	1737
388	1104	1734
389	1106	1730
390	1109	1727
391	1111	1723
392	1114	1720
393	1116	1717
394	1119	1714
395	1122	1711
396	1125	1709
397	1128	1706
398	1131	1703
399	1133	1700
400	1136	1698
401	1139	1694
402	1141	1691
403	1144	1687
404	1147	1685
405	1150	1682
406	1152	1679
407	1155	1676
408	1159	1674
409	1161	1672
410	1164	1669
411	1167	1665
412	1170	1662
413	1183	1675
414	1186	1672
415	1188	1669
416	1191	1665
417	1194	1662
418	1196	1659
419	1199	1655
420	1201	1652
421	1204	1649
422	1206	1645
423	1209	1642
424	1212	1639
425	1214	1636
426	1217	1634
427	1220	1630
428	1223	1627
429	1225	1624
430	1227	1621
431	1230	1617
432	1232	1613
433	1234	1610
434	1237	1606
435	1239	1603
436	1242	1600
437	1245	1597
438	1247	1594
439	1250	1591
440	1252	1588
441	1255	1584
442	1257	1581
443	1260	1578
444	1263	1575
445	1266	1572
446	1269	1570
447	1271	1566
448	1274	1563
449	1276	1560
450	1279	1557
451	1281	1553
452	1284	1550
453	1286	1546
454	1288	1543
455	1291	1540
456	1293	1536
457	1295	1533
458	1298	1530
459	1300	1526
460	1303	1523
461	1305	1520
462	1308	1518
463	1311	1514
464	1313	1511
465	1316	1508
466	1319	1505
467	1322	1503
468	1324	1500
469	1327	1497
470	1330	1494
471	1333	1491
472	1335	1488
473	1338	1485
474	1340	1481
475	1342	1478
476	1345	1475
477	1347	1471
478	1350	1468
479	1352	1465
480	1355	1462
481	1357	1459
482	1360	1455
483	1362	1452
484	1364	1449
485	1367	1446
486	1369	1442
487	1371	1439
488	1374	1436
489	1376	1432
490	1379	1429
491	1381	1426
492	1384	1423
493	1386	1420
494	1389	1417
495	1391	1413
496	1393	1410
497	1396	1407
498	1398	1404
499	1401	1401
500	1403	1398
501	1405	1394
502	1408	1391
503	1410	1388
504	1412	1384
505	1415	1381
506	1417	1378
507	1420	1375
508	1422	1372
509	1430	1374
510	1433	1371
511	1435	1368
512	1438	1365
513	1441	1362
514	1443	1359
515	1446	1357
516	1449	1354
517	1451	1351
518	1454	1348
519	1456	1344
520	1459	1341
521	1461	1338
522	1464	1335
523	1466	1332
524	1468	1328
525	1471	1325
526	1473	1322
527	1475	1319
528	1478	1315
529	1480	1312
530	1482	1309
531	1485	1306
532	1487	1303
533	1490	1300
534	1492	1297
535	1495	1294
536	1497	1291
537	1500	1288
538	1502	1285
539	1505	1282
540	1507	1279
541	1510	1276
542	1512	1273
543	1515	1270
544	1517	1266
545	1519	1263
546	1522	1260
547	1525	1257
548	1528	1255
549	1531	1253
550	1533	1249
551	1536	1247
552	1539	1244
553	1541	1240
554	1543	1237
555	1546	1234
556	1548	1231
557	1550	1228
558	1553	1225
559	1555	1222
560	1557	1219
561	1560	1216
562	1562	1212
563	1565	1209
564	1567	1206
565	1569	1203
566	1572	1200
567	1575	1198
568	1577	1195
569	1580	1192
570	1583	1189
571	1585	1186
572	1588	1183
573	1590	1180
574	1592	1177
575	1595	1174
576	1597	1171
577	1599	1168
578	1602	1165
579	1604	1162
580	1607	1159
581	1609	1156
582	1612	1153
583	1615	1150
584	1617	1147
585	1620	1144
586	1622	1141
587	1624	1138
588	1627	1135
589	1629	1132
590	1631	1129
591	1634	1126
592	1637	1123
593	1639	1120
594	1642	1117
595	1644	1114
596	1647	1111
597	1650	1109
598	1652	1106
599	1655	1103
600	1657	1100
601	1660	1097
602	1663	1095
603	1665	1092
604	1668	1089
605	1670	1086
606	1673	1083
607	1675	1080
608	1678	1077
609	1680	1074
610	1683	1071
611	1685	1068
612	1687	1065
613	1690	1062
614	1693	1059
615	1695	1057
616	1698	1054
617	1701	1051
618	1703	1048
619	1706	1046
620	1708	1042
621	1711	1039
622	1714	1037
623	1716	1034
624	1719	1031
625	1721	1028
626	1724	1025
627	1726	1022
628	1729	1020
629	1731	1017
630	1734	1014
631	1737	1011
632	1739	1008
633	1742	1005
634	1744	1003
635	1747	1000
636	1749	997
637	1752	994
638	1754	991
639	1757	988
640	1759	985
641	1762	982
642	1764	979
643	1766	976
644	1769	973
645	1771	970
646	1774	967
647	1776	965
648	1778	962
649	1781	959
650	1783	956
651	1786	953
652	1788	950
653	1791	947
654	1793	944
655	1796	941
656	1799	939
657	1802	936
658	1805	934
659	1807	931
660	1810	928
661	1813	925
662	1815	922
663	1817	919
664	1820	917
665	1822	914
666	1825	911
667	1827	908
668	1830	905
669	1832	902
670	1835	899
671	1837	896
672	1839	893
673	1842	891
674	1844	888
675	1847	885
676	1849	882
677	1852	879
678	1855	877
679	1858	874
680	1860	871
681	1863	868
682	1865	866
683	1868	863
684	1870	860
685	1873	857
686	1875	854
687	1877	851
688	1880	848
689	1882	845
690	1885	843
691	1887	840
692	1890	837
693	1893	834
694	1895	831
695	1898	829
696	1900	826
697	1903	823
698	1905	820
699	1907	817
700	1910	814
701	1913	812
702	1916	809
703	1919	806
704	1921	804
705	1924	801
706	1926	798
707	1929	795
708	1931	792
709	1934	789
710	1936	787
711	1939	784
712	1941	781
713	1950	781
714	1953	778
715	1956	776
716	1959	773
717	1978	777
718	1981	774
719	1983	771
720	1985	768
721	1988	765
722	1990	762
723	1993	760
724	1996	757
725	1998	754
726	2000	751
727	2003	748
728	2006	745
729	2009	743
730	2011	740
731	2014	737
732	2016	734
733	2018	731
734	2021	728
735	2023	725
736	2026	723
737	2028	720
738	2030	717
739	2033	714
740	2035	711
741	2038	708
742	2040	705
743	2043	703
744	2045	700
745	2048	697
746	2050	694
747	2052	691
748	2055	688
749	2057	685
750	2060	683
751	2063	680
752	2065	677
753	2067	674
754	2070	671
755	2072	669
756	2075	666
757	2078	663
758	2080	660
759	2083	657
760	2085	654
761	2087	652
762	2090	649
763	2092	646
764	2095	643
765	2097	640
766	2100	637
767	2102	635
768	2104	632
769	2107	629
770	2109	626
771	2111	623
772	2114	620
773	2116	618
774	2119	615
775	2121	612
776	2124	609
777	2126	606
778	2129	604
779	2132	601
780	2135	598
781	2137	595
782	2140	593
783	2142	590
784	2145	587
785	2148	584
786	2151	582
787	2153	579
788	2156	576
789	2158	573
790	2161	571
791	2163	568
792	2166	565
793	2168	562
794	2171	559
795	2173	556
796	2175	554
797	2177	551
798	2180	548
799	2182	545
800	2185	542
801	2187	540
802	2190	537
803	2192	534
804	2195	531
805	2197	529
806	2200	526
807	2202	523
808	2205	520
809	2207	517
810	2210	515
811	2213	512
812	2216	509
813	2219	507
814	2221	504
815	2224	501
816	2226	498
817	2229	495
818	2231	493
819	2234	490
820	2236	487
821	2238	484
822	2241	482
823	2243	479
824	2246	476
825	2248	473
826	2250	470
827	2253	468
828	2255	465
829	2258	462
830	2260	459
831	2263	456
832	2266	454
833	2268	451
834	2270	448
835	2273	445
836	2276	443
837	2278	440
838	2281	437
839	2283	435
840	2286	432
841	2289	429
842	2291	426
843	2294	424
844	2296	421
845	2299	418
846	2301	415
847	2303	412
848	2306	410
849	2308	407
850	2310	404
851	2313	401
852	2315	399
853	2317	396
854	2320	393
855	2322	390
856	2325	387
857	2328	385
858	2330	382
859	2333	379
860	2336	377
861	2339	374
862	2341	371
863	2344	369
864	2347	366
865	2351	363
866	2353	361
867	2356	358
868	2358	355
869	2361	352
870	2363	350
871	2366	347
872	2368	344
873	2370	341
874	2373	339
875	2375	336
876	2378	333
877	2381	330
878	2383	328
879	2386	325
880	2388	322
881	2390	319
882	2393	317
883	2395	314
884	2398	311
885	2401	308
886	2403	306
887	2406	303
888	2409	300
889	2411	298
890	2413	295
891	2416	292
892	2418	289
893	2421	287
894	2423	284
895	2425	281
896	2428	278
897	2431	276
898	2433	273
899	2435	270
900	2438	267
901	2440	265
902	2442	262
903	2445	259
904	2447	256
905	2449	254
906	2454	251
907	2457	248
908	2459	246
909	2461	243
910	2464	240
911	2466	238
912	2469	235
913	2471	232
914	2474	229
915	2476	227
916	2479	224
917	2481	221
918	2484	218
919	2486	216
920	2489	213
921	2491	210
922	2493	208
923	2496	205
924	2498	202
925	2501	199
926	2504	197
927	2506	194
928	2509	191
929	2512	189
930	2514	186
931	2517	183
932	2520	180
933	2523	178
934	2525	175
935	2528	172
936	2530	170
937	2532	167
938	2535	164
939	2538	162
940	2540	159
941	2543	156
942	2546	153
943	2548	151
944	2551	148
945	2553	145
946	2556	143
947	2558	140
948	2561	137
949	2563	134
950	2565	132
951	2568	129
952	2570	126
953	2572	124
954	2575	121
955	2577	118
956	2579	115
957	2582	113
958	2584	110
959	2586	107
960	2589	105
961	2591	102
962	2594	99
963	2596	96
964	2598	94
965	2601	91
966	2603	88
967	2606	86
968	2608	83
969	2611	80
970	2613	78
971	2616	75
972	2618	72
973	2621	69
974	2623	67
975	2625	64
976	2628	61
977	2630	59
978	2633	56
979	2635	53
980	2637	51
981	2640	48
982	2642	45
983	2644	43
984	2647	40
985	2649	37
986	2651	34
987	2654	32
988	2656	29
989	2659	26
990	2662	24
991	2664	21
992	2667	18
993	2669	16
994	2672	13
995	2674	10
996	2677	8
997	2679	5
998	2682	2
999	2684	0
