iter	RMSE
420	0.4070166381
421	0.4067415017
422	0.406356685
423	0.4060601401
424	0.4057883528
425	0.4055451527
426	0.4050520603
427	0.4048196936
428	0.404424237
429	0.4041275255
430	0.4036460888
431	0.4034279911
432	0.4031870315
433	0.4029296686
434	0.402410009
435	0.4021400867
436	0.401896102
437	0.4016675643
438	0.4013651497
439	0.4010022975
440	0.4006384737
441	0.4003797553
442	0.4000386465
443	0.3996672209
444	0.3994079061
445	0.3991659137
446	0.3985457883
447	0.3983501792
448	0.3980989968
449	0.3978867427
450	0.3975812484
451	0.397281934
452	0.3970337564
453	0.39680569
454	0.3965927202
455	0.3963074638
456	0.3960277467
457	0.3956772318
458	0.3954470179
459	0.3952268283
460	0.3949738821
461	0.3945949229
462	0.3943718362
463	0.3940347986
464	0.3937263996
465	0.3934740491
466	0.3932747087
467	0.3930182598
468	0.3928054501
469	0.3925889372
470	0.3923744222
471	0.3918889067
472	0.391651468
473	0.3913388404
474	0.3909945751
475	0.3907449757
476	0.3901759493
477	0.3898563327
478	0.3896186023
479	0.3893695672
480	0.3891715829
481	0.3887733326
482	0.3885087442
483	0.3882862711
484	0.3880810875
485	0.387876945
486	0.387399938
487	0.3871353174
488	0.3869365758
489	0.3864979745
490	0.3862743188
491	0.3861197062
492	0.3858686013
493	0.3856159323
494	0.385349301
495	0.3850864802
496	0.3848229105
497	0.3845981908
498	0.3843654153
499	0.3840874383
500	0.3838424074
501	0.3836270406
502	0.3834045708
503	0.383166506
504	0.3829002677
505	0.3826625534
506	0.3824266959
507	0.3821576341
508	0.3817113183
509	0.3814590261
510	0.3812108335
511	0.3809426739
512	0.3807801478
513	0.3806042234
514	0.3803457757
515	0.3801613935
516	0.3799230248
517	0.3795931918
518	0.3793850236
519	0.3791722667
520	0.3789793185
521	0.3787832725
522	0.378535561
523	0.3783088811
524	0.3779741151
525	0.3777398844
526	0.377476896
527	0.3771400428
528	0.3768906685
529	0.3766897368
530	0.3764860993
531	0.3762780061
532	0.3760947478
533	0.3755933351
534	0.3753531107
535	0.3749495245
536	0.3747419537
537	0.3745449553
538	0.3742822056
539	0.3739189392
540	0.3737382334
541	0.373482546
542	0.3732191893
543	0.3730056338
544	0.3726759816
545	0.3724049758
546	0.3721094876
547	0.3719159432
548	0.3717105961
549	0.3713537592
550	0.3710612002
551	0.3708264593
552	0.3705806645
553	0.3702828605
554	0.3700071843
555	0.3698033667
556	0.3695606982
557	0.3692630244
558	0.3690672073
559	0.3688209103
560	0.3686579227
561	0.3684363771
562	0.368241253
563	0.3679956699
564	0.3677994177
565	0.3675447373
566	0.3673612353
567	0.3671963666
568	0.3669885307
569	0.3666420144
570	0.3664146691
571	0.3661430864
572	0.3659120694
573	0.3656985701
574	0.3655240993
575	0.3652303755
576	0.3648073995
577	0.3644778266
578	0.3642522713
579	0.3640962703
580	0.3638657673
581	0.3636173673
582	0.3633103072
583	0.3631432022
584	0.3628809874
585	0.3626387618
586	0.3624911346
587	0.3623385089
588	0.362165219
589	0.3619562844
590	0.3617606746
591	0.3615477727
592	0.3613724916
593	0.3611847781
594	0.360984672
595	0.3608145589
596	0.3606462372
597	0.3605121587
598	0.3602973283
599	0.359972223
600	0.3597496775
601	0.3596081717
602	0.3593635023
603	0.3591582248
604	0.3589655803
605	0.3588257912
606	0.3585316139
607	0.3583428768
608	0.358180711
609	0.3580291023
610	0.357862092
611	0.357594171
612	0.357370457
613	0.35701711
614	0.3566530183
615	0.356404505
616	0.3562074422
617	0.3559481173
618	0.3556103139
619	0.3554382051
620	0.3552863737
621	0.355128507
622	0.3549156969
623	0.354761689
624	0.3545809803
625	0.3544294448
626	0.3542178164
627	0.3539640783
628	0.3536696168
629	0.3535074233
630	0.3532024366
631	0.3530358635
632	0.3528491076
633	0.3526184994
634	0.3523644113
635	0.352126875
636	0.3519450603
637	0.3517051643
638	0.3514105406
639	0.3510987783
640	0.3509464015
641	0.3506636533
642	0.3504873766
643	0.3503146752
644	0.3501380788
645	0.3498633919
646	0.3497230617
647	0.3495474921
648	0.3493557462
649	0.3491743561
650	0.3489688075
651	0.3488008222
652	0.3486385366
653	0.3484571228
654	0.3483091666
655	0.3481379254
656	0.3479520712
657	0.3477284921
658	0.3474160743
659	0.347121065
660	0.3469816025
661	0.346816805
662	0.3465322814
663	0.3462592701
664	0.3459639288
665	0.3457545402
666	0.3455715091
667	0.345404754
668	0.3452639311
669	0.345023277
670	0.3448074227
671	0.3446239669
672	0.3444647485
673	0.3442405395
674	0.3440489682
675	0.3439044276
676	0.3437291177
677	0.3435479502
678	0.3432574253
679	0.342999974
680	0.3427530677
681	0.3425654509
682	0.342396225
683	0.3422375664
684	0.3420656036
685	0.3418524024
686	0.341605892
687	0.3413434407
688	0.3412139852
689	0.3409340667
690	0.3407801688
691	0.3405940586
692	0.3402461422
693	0.3400903648
694	0.3398626972
695	0.3396537537
696	0.3393995086
697	0.3391954363
698	0.3390045465
699	0.3388622731
700	0.338673962
701	0.3385159295
702	0.3383828198
703	0.338221757
704	0.3380836348
705	0.3379527147
706	0.3378146642
707	0.3375859005
708	0.3373825561
709	0.3372276658
710	0.3370706758
711	0.336854128
712	0.3366461465
713	0.3364807729
714	0.3363524126
715	0.3361178865
716	0.3359833013
717	0.3358364898
718	0.3356481692
719	0.3354740137
720	0.335321556
721	0.335151045
722	0.3349873102
723	0.334783484
724	0.3345989159
725	0.3344371984
726	0.3342926984
727	0.3340962492
728	0.3339344468
729	0.3337583304
730	0.3334531382
731	0.333312793
732	0.3331360273
733	0.3329728233
734	0.3327813643
735	0.3326342295
736	0.3324971699
737	0.3323357754
738	0.3321954464
739	0.3320358467
740	0.3318422497
741	0.331712169
742	0.3314195891
743	0.3313181676
744	0.331170925
745	0.3309591462
746	0.3308181745
747	0.3306079146
748	0.3303317681
749	0.3301930802
750	0.3300626267
751	0.329924538
752	0.3297675393
753	0.3296462576
754	0.329491244
755	0.3292458904
756	0.3290470285
757	0.3288800687
758	0.3287050851
759	0.3285123762
760	0.3283532512
761	0.3281713871
762	0.3279587718
763	0.3277982063
764	0.3276159129
765	0.3274719974
766	0.3272446149
767	0.3270527621
768	0.3269219941
769	0.3266966562
770	0.326518265
771	0.3262800711
772	0.3261153265
773	0.3259876846
774	0.3257569665
775	0.3256091672
776	0.3254804155
777	0.3253326464
778	0.3250886299
779	0.3249566269
780	0.3247569365
781	0.3245939625
782	0.3243942357
783	0.3242596168
784	0.3239933587
785	0.3238330298
786	0.3236187114
787	0.3235157049
788	0.32336209
789	0.323252444
790	0.3230664915
791	0.322849737
792	0.322645675
793	0.3224875571
794	0.3222755773
795	0.3221139372
796	0.3219677172
797	0.3218150334
798	0.3216468896
799	0.3214886135
800	0.3213103025
801	0.3210399422
802	0.3209118162
803	0.3207874869
804	0.3206417201
805	0.3205502309
806	0.3203520843
807	0.3202004768
808	0.3200537356
809	0.3199260794
810	0.3197376736
811	0.3195840457
812	0.3194074784
813	0.3193055745
814	0.3191526376
815	0.3190122864
816	0.3188827483
817	0.3187284438
818	0.3185788875
819	0.3184574626
820	0.318294242
821	0.318151528
822	0.3179912301
823	0.3178545894
824	0.3176812548
825	0.3175297209
826	0.3173945294
827	0.3172577009
828	0.3171054422
829	0.3169282383
830	0.316811422
831	0.3166383919
832	0.3165238557
833	0.3163147679
834	0.3161111425
835	0.3159575136
836	0.3158414808
837	0.3156550562
838	0.3155069966
839	0.31535789
840	0.3152119258
841	0.3150283344
842	0.3149063654
843	0.3147379846
844	0.3145954046
845	0.3144060427
846	0.3142683921
847	0.3140422175
848	0.3139443507
849	0.3138064369
850	0.3136425958
851	0.3134926616
852	0.3132931254
853	0.3131539769
854	0.3130004722
855	0.3128010359
856	0.3126449337
857	0.3124740043
858	0.3122159126
859	0.312098287
860	0.3119631549
861	0.3117840758
862	0.3116686709
863	0.3115544791
864	0.311383871
865	0.3112517959
866	0.311089061
867	0.3109333296
868	0.3107855118
869	0.310596534
870	0.3104520742
871	0.3103227248
872	0.3101672427
873	0.3099849107
874	0.309852655
875	0.3097237022
876	0.309584406
877	0.3093556024
878	0.3091981979
879	0.3090614456
880	0.3089177353
881	0.3087727804
882	0.3086417739
883	0.3085354963
884	0.3084266303
885	0.3082986236
886	0.3081735605
887	0.3080151359
888	0.307892495
889	0.3077216894
890	0.3076125649
891	0.3074659796
892	0.3073312851
893	0.3072158254
894	0.3070119267
895	0.3068978948
896	0.3067630174
897	0.3066799234
898	0.3065429331
899	0.3064053312
900	0.3062917403
901	0.3061094648
902	0.3059727837
903	0.3058382032
904	0.3057280283
905	0.3055689406
906	0.3054308947
907	0.3052774355
908	0.3051208809
909	0.3049232851
910	0.3047450204
911	0.3046548583
912	0.3044932633
913	0.3043459425
914	0.3042279308
915	0.3041002572
916	0.3039957779
917	0.3038780817
918	0.3037072388
919	0.303605982
920	0.303457991
921	0.3033215144
922	0.3031641408
923	0.3030312814
924	0.3028984068
925	0.3027696031
926	0.302660897
927	0.3025111791
928	0.3023644517
929	0.3022134154
930	0.3020865654
931	0.3019370454
932	0.3018153053
933	0.3016059908
934	0.3015138669
935	0.3014108669
936	0.3012333821
937	0.3010912603
938	0.3009526459
939	0.3008423661
940	0.300675703
941	0.3005288486
942	0.3003699135
943	0.3002399149
944	0.300132906
945	0.2999883524
946	0.2998432514
947	0.2997104322
948	0.299583895
949	0.2994473834
950	0.2993676623
951	0.2992381151
952	0.2991450769
953	0.2990366202
954	0.2988713166
955	0.2987240342
956	0.2986193156
957	0.2984623323
958	0.2983164923
959	0.298217888
960	0.2980218874
961	0.2978981176
962	0.2977473329
963	0.2975998673
964	0.2975097918
965	0.2973560999
966	0.2971737531
967	0.2970821367
968	0.2969211504
969	0.2967722424
970	0.2966591582
971	0.2965557292
972	0.2964417989
973	0.2963459775
974	0.2962227761
975	0.2961033125
976	0.2959993376
977	0.2958893029
978	0.2957667606
979	0.2956493083
980	0.2955390508
981	0.2954188497
982	0.2953159073
983	0.2951727418
984	0.2950447043
985	0.2948869247
986	0.294777312
987	0.2946646754
988	0.2945433271
989	0.2943846237
990	0.2942752484
991	0.2941297558
992	0.2940359402
993	0.2939329465
994	0.2937805229
995	0.2936381259
996	0.2935096181
997	0.2933575294
998	0.2932531161
999	0.2930957927
